Date,Open,High,Low,Close,Volume,FII_Buy,FII_Sell,DII_Buy,DII_Sell,FII_Net,DII_Net,Daily_Return,FII_Net_MA5,FII_Net_MA10,FII_Net_MA20,DII_Net_MA5,DII_Net_MA10,DII_Net_MA20,Volatility,Momentum,FII_Net_Lag1,FII_Net_Lag2,FII_Net_Lag3,DII_Net_Lag1,DII_Net_Lag2,DII_Net_Lag3,Daily_Return_Lag1,Daily_Return_Lag2,Daily_Return_Lag3,Target
2021-05-25,15291.75,15293.849609375,15163.400390625,15208.4501953125,441500,1599.3,1984.24,1124.32,2017.63,-384.94000000000005,-893.3100000000002,0.07073438653116526,214.52999999999997,34.02399999999998,8.813999999999988,-155.494,-104.72400000000002,-135.3965,0.9900505527377669,266.1005859375,331.0,-143.76999999999998,912.3899999999999,-491.73,18.24000000000001,671.48,0.14761086049898495,1.806313567497467,-0.8256776060930653,1.0
2021-05-26,15257.0498046875,15319.900390625,15194.9501953125,15301.4501953125,384000,1555.1,1729.68,1598.92,1382.7,-174.58000000000015,216.22000000000003,0.611502150486472,108.01999999999994,3.847999999999979,5.2544999999999735,-95.82000000000002,-87.88300000000001,-110.24700000000003,0.970879643701601,450.7001953125,-384.94000000000005,331.0,-143.76999999999998,-893.3100000000002,-491.73,18.24000000000001,0.07073438653116526,0.14761086049898495,1.806313567497467,1.0
2021-05-27,15323.9501953125,15384.5498046875,15272.5,15337.849609375,0,1963.73,2271.51,1106.96,1587.31,-307.7800000000002,-480.3499999999999,0.23788211965458492,-136.01400000000007,0.18099999999994906,-9.990000000000043,-326.18600000000004,-144.496,-128.21950000000004,0.9274590212115178,641.349609375,-174.58000000000015,-384.94000000000005,331.0,216.22000000000003,-893.3100000000002,-491.73,0.611502150486472,0.07073438653116526,0.14761086049898495,1.0
2021-05-28,15421.2001953125,15469.650390625,15394.75,15435.650390625,468100,2102.73,2232.96,1055.38,1228.61,-130.23000000000002,-173.2299999999998,0.6376433707514053,-133.3060000000001,3.507999999999947,-15.024000000000035,-364.47999999999996,-202.09999999999997,-116.5065,0.9335674892690563,757.8505859375,-307.7800000000002,-174.58000000000015,-384.94000000000005,-480.3499999999999,216.22000000000003,-893.3100000000002,0.23788211965458492,0.611502150486472,0.07073438653116526,1.0
2021-05-31,15437.75,15606.349609375,15374.0,15582.7998046875,436000,2256.71,2036.14,1429.37,1588.79,220.56999999999994,-159.42000000000007,0.9533088035724928,-155.3920000000001,0.6149999999999409,-29.161500000000046,-298.018,-172.41299999999998,-98.6525,0.8260692765051274,659.6494140625,-130.23000000000002,-307.7800000000002,-174.58000000000015,-173.2299999999998,-480.3499999999999,216.22000000000003,0.6376433707514053,0.23788211965458492,0.611502150486472,0.0
2021-06-01,15629.650390625,15660.75,15528.2998046875,15574.849609375,409600,1791.05,1958.96,1555.9,1396.45,-167.91000000000008,159.45000000000005,-0.051019042868717876,-111.9860000000001,51.271999999999935,-21.796500000000048,-87.46599999999994,-121.47999999999998,-33.535000000000004,0.8275886321253375,466.75,220.56999999999994,-130.23000000000002,-307.7800000000002,-159.42000000000007,-173.2299999999998,-480.3499999999999,0.9533088035724928,0.6376433707514053,0.23788211965458492,1.0
2021-06-02,15520.349609375,15597.4501953125,15459.849609375,15576.2001953125,428600,2721.0,2026.74,1204.03,1722.8,694.26,-518.77,0.008671582528071662,61.781999999999925,84.90099999999993,3.7909999999999515,-234.46399999999994,-165.142,-68.1665,0.7774772643202105,546.0498046875,-167.91000000000008,220.56999999999994,-130.23000000000002,159.45000000000005,-159.42000000000007,-173.2299999999998,-0.051019042868717876,0.9533088035724928,0.6376433707514053,1.0
2021-06-03,15655.5498046875,15705.099609375,15611.0,15690.349609375,410200,1812.06,2160.92,1713.03,1409.51,-348.8600000000001,303.52,0.7328450625387578,53.56599999999994,-41.22400000000007,-12.583500000000049,-77.68999999999997,-201.93799999999996,-78.479,0.7744729153490347,784.2998046875,694.26,-167.91000000000008,220.56999999999994,-518.77,159.45000000000005,-159.42000000000007,0.008671582528071662,-0.051019042868717876,0.9533088035724928,0.0
2021-06-04,15712.5,15733.599609375,15622.349609375,15670.25,414200,2347.34,2065.11,1780.1,2073.52,282.23,-293.4200000000001,-0.12810173052479637,136.05799999999994,1.3759999999999308,1.8569999999999482,-101.72800000000002,-233.10399999999998,-104.471,0.7764694132903793,494.9501953125,-348.8600000000001,694.26,-167.91000000000008,303.52,-518.77,159.45000000000005,0.7328450625387578,0.008671582528071662,-0.051019042868717876,1.0
2021-06-07,15725.099609375,15773.4501953125,15678.099609375,15751.650390625,394000,2004.78,1591.35,1348.9,1515.37,413.43000000000006,-166.4699999999998,0.5194581491999171,174.62999999999997,9.618999999999938,36.00899999999996,-103.13799999999996,-200.57799999999997,-100.1865,0.7736170796256227,553.9501953125,282.23,-348.8600000000001,694.26,-293.4200000000001,303.52,-518.77,-0.12810173052479637,0.7328450625387578,0.008671582528071662,0.0
2021-06-08,15773.900390625,15778.7998046875,15680.0,15740.099609375,378200,1968.54,1866.82,1527.53,1805.98,101.72000000000003,-278.45000000000005,-0.07333060957774142,228.55599999999998,58.28499999999995,46.15449999999996,-190.718,-139.09199999999996,-121.90799999999999,0.7688099724023642,531.6494140625,413.43000000000006,282.23,-348.8600000000001,-166.4699999999998,-293.4200000000001,303.52,0.5194581491999171,-0.12810173052479637,0.7328450625387578,0.0
2021-06-09,15766.2998046875,15800.4501953125,15566.900390625,15635.349609375,457900,1991.36,2373.67,1440.88,2421.21,-382.3100000000002,-980.3299999999999,-0.6654976944212576,13.241999999999962,37.511999999999944,20.67999999999996,-283.03,-258.74699999999996,-173.31499999999997,0.7720405676866122,333.8994140625,101.72000000000003,413.43000000000006,282.23,-278.45000000000005,-166.4699999999998,-293.4200000000001,-0.07333060957774142,0.5194581491999171,-0.12810173052479637,1.0
2021-06-10,15692.099609375,15751.25,15648.5,15737.75,298300,2264.77,1643.97,1199.09,1983.66,620.8,-784.5700000000002,0.6549286916078962,207.17399999999998,130.36999999999995,65.27549999999995,-500.64799999999997,-289.169,-216.83249999999998,0.7126293097999972,399.900390625,-382.3100000000002,101.72000000000003,413.43000000000006,-980.3299999999999,-278.45000000000005,-166.4699999999998,-0.6654976944212576,-0.07333060957774142,0.5194581491999171,1.0
2021-06-11,15796.4501953125,15835.5498046875,15749.7998046875,15799.349609375,363000,1988.32,2020.62,1532.72,1696.02,-32.299999999999955,-163.29999999999995,0.39141306333497483,144.26799999999997,140.16299999999995,71.83549999999995,-474.62399999999997,-288.17600000000004,-245.13799999999998,0.7039139249394119,363.69921875,620.8,-382.3100000000002,101.72000000000003,-784.5700000000002,-980.3299999999999,-278.45000000000005,0.6549286916078962,-0.6654976944212576,-0.07333060957774142,1.0
2021-06-14,15791.400390625,15823.0498046875,15606.5,15811.849609375,392900,1641.4,1293.08,1392.36,1868.86,348.32000000000016,-476.5,0.07911718082738523,131.246,152.938,76.77649999999997,-536.63,-319.884,-246.14849999999996,0.635853588007424,229.0498046875,-32.299999999999955,620.8,-382.3100000000002,-163.29999999999995,-784.5700000000002,-980.3299999999999,0.39141306333497483,0.6549286916078962,-0.6654976944212576,1.0
2021-06-15,15866.9501953125,15901.599609375,15842.400390625,15869.25,323300,1984.88,1174.75,1512.02,1789.77,810.1300000000001,-277.75,0.3630213545097643,272.928,250.74200000000002,151.00699999999998,-536.49,-363.604,-242.542,0.5960528369454628,294.400390625,348.32000000000016,-32.299999999999955,620.8,-476.5,-163.29999999999995,-784.5700000000002,0.07911718082738523,0.39141306333497483,0.6549286916078962,0.0
2021-06-16,15847.5,15880.849609375,15742.599609375,15767.5498046875,340200,1619.76,1674.57,1520.9,1334.75,-54.809999999999945,186.1500000000001,-0.6408632752808104,338.42800000000005,175.835,130.36799999999997,-303.194,-293.11199999999997,-229.12699999999995,0.6050630739879236,191.349609375,810.1300000000001,348.32000000000016,-32.299999999999955,-277.75,-476.5,-163.29999999999995,0.3630213545097643,0.07911718082738523,0.39141306333497483,0.0
2021-06-17,15648.2998046875,15769.349609375,15616.75,15691.400390625,357600,2032.82,1977.39,1792.09,1813.87,55.429999999999836,-21.779999999999973,-0.4829502047290931,225.35400000000004,216.26399999999998,87.51999999999997,-150.63599999999997,-325.642,-263.79,0.5774724170626858,1.05078125,-54.809999999999945,810.1300000000001,348.32000000000016,186.1500000000001,-277.75,-476.5,-0.6408632752808104,0.3630213545097643,0.07911718082738523,0.0
2021-06-18,15756.5,15761.5,15450.900390625,15683.349609375,640800,1430.87,1499.04,1722.99,1807.85,-68.17000000000007,-84.8599999999999,-0.05130696464039008,218.18,181.224,91.29999999999997,-134.94799999999995,-304.78599999999994,-268.945,0.450977217250847,13.099609375,55.429999999999836,-54.809999999999945,810.1300000000001,-21.779999999999973,186.1500000000001,-277.75,-0.4829502047290931,-0.6408632752808104,0.3630213545097643,1.0
2021-06-21,15525.849609375,15765.150390625,15505.650390625,15746.5,351500,2048.4,3163.51,1715.49,1981.67,-1115.1100000000001,-266.18000000000006,0.4026588209654571,-74.50600000000004,28.369999999999983,18.99449999999996,-92.88399999999997,-314.75699999999995,-257.6675,0.45403287220258254,-5.150390625,-68.17000000000007,55.429999999999836,-54.809999999999945,-84.8599999999999,-21.779999999999973,186.1500000000001,-0.05130696464039008,-0.4829502047290931,-0.6408632752808104,1.0
2021-06-22,15840.5,15895.75,15752.099609375,15772.75,322200,2416.37,2454.23,1481.36,1927.57,-37.86000000000013,-446.21000000000004,0.1667037119359858,-244.1040000000001,14.411999999999967,36.34849999999996,-126.57599999999998,-331.533,-235.3125,0.4533405392173337,32.650390625,-1115.1100000000001,-68.17000000000007,55.429999999999836,-266.18000000000006,-84.8599999999999,-21.779999999999973,0.4026588209654571,-0.05130696464039008,-0.4829502047290931,0.0
2021-06-23,15862.7998046875,15862.9501953125,15673.9501953125,15686.9501953125,287500,1796.52,1910.18,1368.71,1719.37,-113.66000000000008,-350.65999999999985,-0.5439749231269119,-255.8740000000001,41.27699999999997,39.39449999999996,-233.93799999999996,-268.566,-263.65649999999994,0.4692468984611801,51.6005859375,-37.86000000000013,-1115.1100000000001,-68.17000000000007,-446.21000000000004,-266.18000000000006,-84.8599999999999,0.1667037119359858,0.4026588209654571,-0.05130696464039008,1.0
2021-06-24,15737.2998046875,15821.400390625,15702.7001953125,15790.4501953125,316700,2915.73,1123.07,1638.68,1186.47,1792.66,452.21000000000004,0.6597840798329772,91.57199999999993,158.463,144.41649999999998,-139.13999999999996,-144.88799999999998,-217.02849999999998,0.48382056414040436,52.7001953125,-113.66000000000008,-37.86000000000013,-1115.1100000000001,-350.65999999999985,-446.21000000000004,-266.18000000000006,-0.5439749231269119,0.1667037119359858,0.4026588209654571,1.0
2021-06-25,15839.349609375,15870.7998046875,15772.2998046875,15860.349609375,314600,2079.61,2005.76,1557.08,1175.66,73.85000000000014,381.41999999999985,0.4426689118923925,119.97599999999997,169.078,154.6205,-45.884000000000015,-90.41599999999998,-189.296,0.4752952997088882,61.0,1792.66,-113.66000000000008,-37.86000000000013,452.21000000000004,-350.65999999999985,-446.21000000000004,0.6597840798329772,-0.5439749231269119,0.1667037119359858,0.0
2021-06-28,15915.349609375,15915.650390625,15792.150390625,15814.7001953125,255100,1721.44,2120.43,1326.31,1532.34,-398.9899999999998,-206.02999999999997,-0.28782098242977433,263.20000000000005,94.34700000000001,123.64250000000001,-33.854,-63.368999999999986,-191.6265,0.44301559442095995,2.8505859375,73.85000000000014,1792.66,-113.66000000000008,381.41999999999985,452.21000000000004,-350.65999999999985,0.4426689118923925,0.6597840798329772,-0.5439749231269119,0.0
2021-06-29,15807.5,15835.900390625,15724.0498046875,15748.4501953125,360300,1932.64,1652.46,2012.0,1755.79,280.18000000000006,256.21000000000004,-0.418914043148517,326.8080000000001,41.352,146.047,106.63000000000002,-9.97299999999998,-186.78849999999997,0.4559642308121742,-120.7998046875,-398.9899999999998,73.85000000000014,1792.66,-206.02999999999997,381.41999999999985,452.21000000000004,-0.28782098242977433,0.4426689118923925,0.6597840798329772,0.0
2021-06-30,15776.900390625,15839.099609375,15708.75,15721.5,262400,1128.03,1827.3,1480.42,1884.84,-699.27,-404.41999999999985,-0.1711291903537383,209.6860000000001,-23.094000000000005,76.37050000000002,95.87800000000001,-69.02999999999997,-181.07099999999997,0.45871952809474964,-46.0498046875,280.18000000000006,-398.9899999999998,73.85000000000014,256.21000000000004,-206.02999999999997,381.41999999999985,-0.418914043148517,-0.28782098242977433,0.4426689118923925,0.0
2021-07-01,15755.0498046875,15755.5498046875,15667.0498046875,15680.0,224900,1403.7,1766.48,1627.52,1926.98,-362.78,-299.46000000000004,-0.2639697229908088,-221.4019999999999,-64.91499999999999,75.67450000000001,-54.455999999999996,-96.79799999999997,-211.21999999999997,0.4338052803139769,-11.400390625,-699.27,280.18000000000006,-398.9899999999998,-404.41999999999985,256.21000000000004,-206.02999999999997,-0.1711291903537383,-0.418914043148517,-0.28782098242977433,1.0
2021-07-02,15705.849609375,15738.349609375,15635.9501953125,15722.2001953125,254800,1318.87,1661.81,1412.74,1516.07,-342.94000000000005,-103.32999999999993,0.26913389867665816,-304.75999999999993,-92.39199999999998,44.41600000000001,-151.40599999999995,-98.64499999999998,-201.71549999999996,0.43683054134058596,38.8505859375,-362.78,-699.27,280.18000000000006,-299.46000000000004,-404.41999999999985,256.21000000000004,-0.2639697229908088,-0.1711291903537383,-0.418914043148517,1.0
2021-07-05,15793.400390625,15845.9501953125,15762.0498046875,15834.349609375,207000,2542.15,1907.13,1140.59,1834.22,635.02,-693.6300000000001,0.7133188273225068,-97.958,82.62100000000002,55.49550000000001,-248.926,-141.39,-228.07349999999997,0.4504931295045058,87.849609375,-342.94000000000005,-362.78,-699.27,-103.32999999999993,-299.46000000000004,-404.41999999999985,0.26913389867665816,-0.2639697229908088,-0.1711291903537383,0.0
2021-07-06,15813.75,15914.2001953125,15801.0,15818.25,391400,3053.24,2223.05,993.66,1534.34,830.1899999999996,-540.68,-0.1016752173102705,12.043999999999915,169.426,91.91899999999998,-408.304,-150.837,-241.185,0.4508703000601977,45.5,635.02,-342.94000000000005,-362.78,-693.6300000000001,-103.32999999999993,-299.46000000000004,0.7133188273225068,0.26913389867665816,-0.2639697229908088,1.0
2021-07-07,15819.599609375,15893.5498046875,15779.7001953125,15879.650390625,329300,2850.79,1656.97,1463.38,1798.5,1193.82,-335.1199999999999,0.3881617158977763,390.6619999999999,300.174,170.72549999999995,-394.44399999999996,-149.283,-208.9245,0.42676523539825045,192.7001953125,830.1899999999996,635.02,-342.94000000000005,-540.68,-693.6300000000001,-103.32999999999993,-0.1016752173102705,0.7133188273225068,0.26913389867665816,0.0
2021-07-08,15855.400390625,15885.75,15682.900390625,15727.900390625,307900,1859.24,1740.61,641.19,1369.51,118.63000000000011,-728.3199999999999,-0.9556255727745109,486.94399999999985,132.77100000000002,145.61700000000002,-480.216,-267.33599999999996,-206.11199999999994,0.46269356106959003,-62.5498046875,1193.82,830.1899999999996,635.02,-335.1199999999999,-540.68,-693.6300000000001,0.3881617158977763,-0.1016752173102705,0.7133188273225068,0.0
2021-07-09,15688.25,15730.849609375,15632.75,15689.7998046875,243200,1850.0,1312.05,1671.63,1129.6,537.95,542.0300000000002,-0.242248392927328,663.122,179.18099999999998,174.1295,-351.14399999999995,-251.27499999999995,-170.84549999999996,0.45597483348799744,-170.5498046875,118.63000000000011,1193.82,830.1899999999996,-728.3199999999999,-335.1199999999999,-540.68,-0.9556255727745109,0.3881617158977763,-0.1016752173102705,1.0
2021-07-12,15766.7998046875,15789.2001953125,15644.75,15692.599609375,216300,1770.31,1702.92,1929.77,1056.9,67.38999999999987,872.8699999999999,0.017844744498674403,549.5959999999999,225.81899999999996,160.08299999999997,-37.84399999999994,-143.38499999999993,-103.37699999999998,0.45538171683797574,-122.1005859375,537.95,118.63000000000011,1193.82,542.0300000000002,-728.3199999999999,-335.1199999999999,-0.242248392927328,-0.9556255727745109,0.3881617158977763,1.0
2021-07-13,15794.0,15820.7998046875,15744.599609375,15812.349609375,246700,2424.96,1769.94,1368.88,1569.02,655.02,-200.13999999999987,0.7630985495128514,514.562,263.303,152.3275,30.264000000000078,-189.01999999999992,-99.49649999999997,0.4818878688397459,63.8994140625,67.38999999999987,537.95,118.63000000000011,872.8699999999999,542.0300000000002,-728.3199999999999,0.017844744498674403,-0.242248392927328,-0.9556255727745109,1.0
2021-07-14,15808.7001953125,15877.349609375,15764.2001953125,15853.9501953125,0,2212.93,1562.44,1478.16,1483.7,650.4899999999998,-5.539999999999964,0.26308921169334243,405.89599999999996,398.2789999999999,187.59249999999997,96.18000000000006,-149.13199999999998,-109.08099999999997,0.4622729227109304,132.4501953125,655.02,67.38999999999987,537.95,-200.13999999999987,872.8699999999999,542.0300000000002,0.7630985495128514,0.017844744498674403,-0.242248392927328,1.0
2021-07-15,15872.150390625,15952.349609375,15855.0,15924.2001953125,284900,2114.66,1976.23,1908.38,1220.01,138.42999999999984,688.3700000000001,0.44310723280038217,409.85599999999994,448.3999999999999,191.74249999999995,379.5180000000001,-50.34899999999995,-73.57349999999994,0.4546808907060522,244.2001953125,650.4899999999998,655.02,67.38999999999987,-5.539999999999964,-200.13999999999987,872.8699999999999,0.26308921169334243,0.7630985495128514,0.017844744498674403,0.0
